loading word embeddings...
Loaded word embeddings from cache.
 
 [=========-------------------------------] ...Epoch 23, Loss: 0.5297
 
 [==========------------------------------] ...Epoch 23, Loss: 0.5178
 
 [==========------------------------------] ...Epoch 23, Loss: 0.4760
 
 [===========-----------------------------] ...Epoch 23, Loss: 0.4691
 
 [===========-----------------------------] ...Epoch 23, Loss: 0.4759
 
 [============----------------------------] ...Epoch 23, Loss: 0.4643
 
 [============----------------------------] ...Epoch 23, Loss: 0.4849
 
 [=============---------------------------] ...Epoch 23, Loss: 0.5385
 
 [=============---------------------------] ...Epoch 23, Loss: 0.4949
 
 [==============--------------------------] ...Epoch 23, Loss: 0.5000
 
 [==============--------------------------] ...Epoch 23, Loss: 0.4740
 
 [===============-------------------------] ...Epoch 23, Loss: 0.4630
 
 [===============-------------------------] ...Epoch 23, Loss: 0.4890
 
 [================------------------------] ...Epoch 23, Loss: 0.4966
 
 [================------------------------] ...Epoch 23, Loss: 0.5590
 
 [=================-----------------------] ...Epoch 23, Loss: 0.4622
 
 [=================-----------------------] ...Epoch 23, Loss: 0.5256
 
 [==================----------------------] ...Epoch 23, Loss: 0.4440
 
 [==================----------------------] ...Epoch 23, Loss: 0.4978
 
 [===================---------------------] ...Epoch 23, Loss: 0.5585
 
 [===================---------------------] ...Epoch 23, Loss: 0.4924
 
 [====================--------------------] ...Epoch 23, Loss: 0.3786
 
 [====================--------------------] ...Epoch 23, Loss: 0.5480
 
 [=====================-------------------] ...Epoch 23, Loss: 0.4787
 
 [======================------------------] ...Epoch 23, Loss: 0.4159
 
 [======================------------------] ...Epoch 23, Loss: 0.5197
 
 [=======================-----------------] ...Epoch 23, Loss: 0.4861
 
 [=======================-----------------] ...Epoch 23, Loss: 0.5451
 
 [========================----------------] ...Epoch 23, Loss: 0.5775
 
 [========================----------------] ...Epoch 23, Loss: 0.4666
 
 [=========================---------------] ...Epoch 23, Loss: 0.5223
 
 [=========================---------------] ...Epoch 23, Loss: 0.4342
 
 [==========================--------------] ...Epoch 23, Loss: 0.4820
 
 [==========================--------------] ...Epoch 23, Loss: 0.5253
 
 [===========================-------------] ...Epoch 23, Loss: 0.5899
 
 [===========================-------------] ...Epoch 23, Loss: 0.4850
 
 [============================------------] ...Epoch 23, Loss: 0.5417
 
 [============================------------] ...Epoch 23, Loss: 0.5516
 
 [=============================-----------] ...Epoch 23, Loss: 0.4238
 
 [=============================-----------] ...Epoch 23, Loss: 0.5932
 
 [==============================----------] ...Epoch 23, Loss: 0.4326
 
 [==============================----------] ...Epoch 23, Loss: 0.5311
 
 [===============================---------] ...Epoch 23, Loss: 0.5351
 
 [===============================---------] ...Epoch 23, Loss: 0.4876
 
 [================================--------] ...Epoch 23, Loss: 0.5202
 
 [================================--------] ...Epoch 23, Loss: 0.4801
 
 [=---------------------------------------] ...Epoch 24, Loss: 0.5176
 
 [=---------------------------------------] ...Epoch 24, Loss: 0.5571
 
 [==--------------------------------------] ...Epoch 24, Loss: 0.4953
 
 [==--------------------------------------] ...Epoch 24, Loss: 0.4280
 
 [===-------------------------------------] ...Epoch 24, Loss: 0.5138
 
 [===-------------------------------------] ...Epoch 24, Loss: 0.4569
 
 [====------------------------------------] ...Epoch 24, Loss: 0.4591
 
 [====------------------------------------] ...Epoch 24, Loss: 0.4989
 
 [=====-----------------------------------] ...Epoch 24, Loss: 0.4934
 
 [=====-----------------------------------] ...Epoch 24, Loss: 0.4786
 
 [======----------------------------------] ...Epoch 24, Loss: 0.4558
 
 [======----------------------------------] ...Epoch 24, Loss: 0.5139
 
 [=======---------------------------------] ...Epoch 24, Loss: 0.5104
 
 [=======---------------------------------] ...Epoch 24, Loss: 0.4745
 
 [========--------------------------------] ...Epoch 24, Loss: 0.4976
 
 [========--------------------------------] ...Epoch 24, Loss: 0.5247
 
 [=========-------------------------------] ...Epoch 24, Loss: 0.5001
 
 [=========-------------------------------] ...Epoch 24, Loss: 0.5396
 
 [==========------------------------------] ...Epoch 24, Loss: 0.4899
 
 [==========------------------------------] ...Epoch 24, Loss: 0.4747
 
 [===========-----------------------------] ...Epoch 24, Loss: 0.4115
 
 [===========-----------------------------] ...Epoch 24, Loss: 0.5272
 
 [============----------------------------] ...Epoch 24, Loss: 0.5388
 
 [============----------------------------] ...Epoch 24, Loss: 0.5212
 
 [=============---------------------------] ...Epoch 24, Loss: 0.3883
 
 [=============---------------------------] ...Epoch 24, Loss: 0.5654
 
 [==============--------------------------] ...Epoch 24, Loss: 0.4626
 
 [==============--------------------------] ...Epoch 24, Loss: 0.4729
 
 [===============-------------------------] ...Epoch 24, Loss: 0.5433
 
 [===============-------------------------] ...Epoch 24, Loss: 0.5156
 
 [================------------------------] ...Epoch 24, Loss: 0.5435
 
 [================------------------------] ...Epoch 24, Loss: 0.4487
 
 [=================-----------------------] ...Epoch 24, Loss: 0.4700
 
 [=================-----------------------] ...Epoch 24, Loss: 0.4854
 
 [==================----------------------] ...Epoch 24, Loss: 0.5993
 
 [==================----------------------] ...Epoch 24, Loss: 0.4885
 
 [===================---------------------] ...Epoch 24, Loss: 0.4903
 
 [===================---------------------] ...Epoch 24, Loss: 0.4666
 
 [====================--------------------] ...Epoch 24, Loss: 0.6517
 
 [====================--------------------] ...Epoch 24, Loss: 0.5257
 
 [=====================-------------------] ...Epoch 24, Loss: 0.5487
 
 [======================------------------] ...Epoch 24, Loss: 0.5086
 
 [======================------------------] ...Epoch 24, Loss: 0.4730
 
 [=======================-----------------] ...Epoch 24, Loss: 0.5445
 
 [=======================-----------------] ...Epoch 24, Loss: 0.4403
 
 [========================----------------] ...Epoch 24, Loss: 0.5668
 
 [========================----------------] ...Epoch 24, Loss: 0.4893
 
 [=========================---------------] ...Epoch 24, Loss: 0.4754
 
 [=========================---------------] ...Epoch 24, Loss: 0.4700
 
 [==========================--------------] ...Epoch 24, Loss: 0.4833
 
 [==========================--------------] ...Epoch 24, Loss: 0.5115
 
 [===========================-------------] ...Epoch 24, Loss: 0.5368
 
 [===========================-------------] ...Epoch 24, Loss: 0.4807
 
 [============================------------] ...Epoch 24, Loss: 0.3986
 
 [============================------------] ...Epoch 24, Loss: 0.4606
 
 [=============================-----------] ...Epoch 24, Loss: 0.5457
 
 [=============================-----------] ...Epoch 24, Loss: 0.5516
 
 [==============================----------] ...Epoch 24, Loss: 0.4709
 
 [==============================----------] ...Epoch 24, Loss: 0.5087
 
 [===============================---------] ...Epoch 24, Loss: 0.4965
 
 [===============================---------] ...Epoch 24, Loss: 0.5397
 
 [================================--------] ...Epoch 24, Loss: 0.5515
 
 [================================--------] ...Epoch 24, Loss: 0.5281Early stopping triggered. Training stopped.

Evaluation Metrics for MHA_TRAIN dataset

Accuracy: 0.7107421875
Recall: 0.7103118829680156
F1 Score: 0.7082137322444908

Evaluation Metrics for MHA_TEST dataset

Accuracy: 0.7143702651515151
Recall: 0.7174009335774042
F1 Score: 0.7124079905921398

 
 [=---------------------------------------] ...Epoch 1, Loss: 0.6944
 
 [=---------------------------------------] ...Epoch 1, Loss: 0.7426
 
 [==--------------------------------------] ...Epoch 1, Loss: 0.7040
 
 [==--------------------------------------] ...Epoch 1, Loss: 0.7102
 
 [===-------------------------------------] ...Epoch 1, Loss: 0.6936
 
 [===-------------------------------------] ...Epoch 1, Loss: 0.7137
 
 [====------------------------------------] ...Epoch 1, Loss: 0.6895
 
 [====------------------------------------] ...Epoch 1, Loss: 0.6947
 
 [=====-----------------------------------] ...Epoch 1, Loss: 0.6924
 
 [=====-----------------------------------] ...Epoch 1, Loss: 0.7003
 
 [======----------------------------------] ...Epoch 1, Loss: 0.6898
 
 [======----------------------------------] ...Epoch 1, Loss: 0.6936
 
 [=======---------------------------------] ...Epoch 1, Loss: 0.6973
 
 [=======---------------------------------] ...Epoch 1, Loss: 0.6897
 
 [========--------------------------------] ...Epoch 1, Loss: 0.6833
 
 [========--------------------------------] ...Epoch 1, Loss: 0.7053
 
 [=========-------------------------------] ...Epoch 1, Loss: 0.7031
 
 [=========-------------------------------] ...Epoch 1, Loss: 0.6862
 
 [==========------------------------------] ...Epoch 1, Loss: 0.6897
 
 [==========------------------------------] ...Epoch 1, Loss: 0.6908
 
 [===========-----------------------------] ...Epoch 1, Loss: 0.6810
 
 [===========-----------------------------] ...Epoch 1, Loss: 0.6914
 
 [============----------------------------] ...Epoch 1, Loss: 0.6847
 
 [============----------------------------] ...Epoch 1, Loss: 0.6879
 
 [=============---------------------------] ...Epoch 1, Loss: 0.6628
 
 [=============---------------------------] ...Epoch 1, Loss: 0.7135
 
 [==============--------------------------] ...Epoch 1, Loss: 0.7063
 
 [==============--------------------------] ...Epoch 1, Loss: 0.6892
 
 [===============-------------------------] ...Epoch 1, Loss: 0.6910
 
 [===============-------------------------] ...Epoch 1, Loss: 0.6816
 
 [================------------------------] ...Epoch 1, Loss: 0.6925
 
 [================------------------------] ...Epoch 1, Loss: 0.6966
 
 [=================-----------------------] ...Epoch 1, Loss: 0.6904
 
 [=================-----------------------] ...Epoch 1, Loss: 0.6836
 
 [==================----------------------] ...Epoch 1, Loss: 0.6863
 
 [==================----------------------] ...Epoch 1, Loss: 0.6867
 
 [===================---------------------] ...Epoch 1, Loss: 0.6901
 
 [===================---------------------] ...Epoch 1, Loss: 0.6812
 
 [====================--------------------] ...Epoch 1, Loss: 0.6837
 
 [====================--------------------] ...Epoch 1, Loss: 0.6937
 
 [=====================-------------------] ...Epoch 1, Loss: 0.6782
 
 [======================------------------] ...Epoch 1, Loss: 0.6748
 
 [======================------------------] ...Epoch 1, Loss: 0.6952
 
 [=======================-----------------] ...Epoch 1, Loss: 0.6800
 
 [=======================-----------------] ...Epoch 1, Loss: 0.6779
 
 [========================----------------] ...Epoch 1, Loss: 0.6811
 
 [========================----------------] ...Epoch 1, Loss: 0.6716
 
 [=========================---------------] ...Epoch 1, Loss: 0.6806
 
 [=========================---------------] ...Epoch 1, Loss: 0.6647
 
 [==========================--------------] ...Epoch 1, Loss: 0.6850
 
 [==========================--------------] ...Epoch 1, Loss: 0.6720
 
 [===========================-------------] ...Epoch 1, Loss: 0.6708
 
 [===========================-------------] ...Epoch 1, Loss: 0.6842
 
 [============================------------] ...Epoch 1, Loss: 0.6540
 
 [============================------------] ...Epoch 1, Loss: 0.6861
 
 [=============================-----------] ...Epoch 1, Loss: 0.6628
 
 [=============================-----------] ...Epoch 1, Loss: 0.6380
 
 [==============================----------] ...Epoch 1, Loss: 0.6888
 
 [==============================----------] ...Epoch 1, Loss: 0.6464
 
 [===============================---------] ...Epoch 1, Loss: 0.6446
 
 [===============================---------] ...Epoch 1, Loss: 0.6587
 
 [================================--------] ...Epoch 1, Loss: 0.6627
 
 [================================--------] ...Epoch 1, Loss: 0.6387 best model!

 
 [=---------------------------------------] ...Epoch 2, Loss: 0.6330
 
 [=---------------------------------------] ...Epoch 2, Loss: 0.6228
 
 [==--------------------------------------] ...Epoch 2, Loss: 0.6514
 
 [==--------------------------------------] ...Epoch 2, Loss: 0.6743
 
 [===-------------------------------------] ...Epoch 2, Loss: 0.6218
 
 [===-------------------------------------] ...Epoch 2, Loss: 0.6323
 
 [====------------------------------------] ...Epoch 2, Loss: 0.6651
 
 [====------------------------------------] ...Epoch 2, Loss: 0.6777
 
 [=====-----------------------------------] ...Epoch 2, Loss: 0.6774
 
 [=====-----------------------------------] ...Epoch 2, Loss: 0.6228
 
 [======----------------------------------] ...Epoch 2, Loss: 0.5974
 
 [======----------------------------------] ...Epoch 2, Loss: 0.6246
 
 [=======---------------------------------] ...Epoch 2, Loss: 0.6253
 
 [=======---------------------------------] ...Epoch 2, Loss: 0.6656
 
 [========--------------------------------] ...Epoch 2, Loss: 0.6451
 
 [========--------------------------------] ...Epoch 2, Loss: 0.6694
 
 [=========-------------------------------] ...Epoch 2, Loss: 0.6139
 
 [=========-------------------------------] ...Epoch 2, Loss: 0.6193
 
 [==========------------------------------] ...Epoch 2, Loss: 0.6416
 
 [==========------------------------------] ...Epoch 2, Loss: 0.6087
 
 [===========-----------------------------] ...Epoch 2, Loss: 0.6366
 
 [===========-----------------------------] ...Epoch 2, Loss: 0.6335
 
 [============----------------------------] ...Epoch 2, Loss: 0.6484
 
 [============----------------------------] ...Epoch 2, Loss: 0.6612
 
 [=============---------------------------] ...Epoch 2, Loss: 0.6243
 
 [=============---------------------------] ...Epoch 2, Loss: 0.6147
 
 [==============--------------------------] ...Epoch 2, Loss: 0.6132
 
 [==============--------------------------] ...Epoch 2, Loss: 0.6206
 
 [===============-------------------------] ...Epoch 2, Loss: 0.5658
 
 [===============-------------------------] ...Epoch 2, Loss: 0.5656
 
 [================------------------------] ...Epoch 2, Loss: 0.6114
 
 [================------------------------] ...Epoch 2, Loss: 0.6209
 
 [=================-----------------------] ...Epoch 2, Loss: 0.6650
 
 [=================-----------------------] ...Epoch 2, Loss: 0.6409
 
 [==================----------------------] ...Epoch 2, Loss: 0.5967
 
 [==================----------------------] ...Epoch 2, Loss: 0.6265
 
 [===================---------------------] ...Epoch 2, Loss: 0.6557
 
 [===================---------------------] ...Epoch 2, Loss: 0.6369
 
 [====================--------------------] ...Epoch 2, Loss: 0.6262
 
 [====================--------------------] ...Epoch 2, Loss: 0.5967
 
 [=====================-------------------] ...Epoch 2, Loss: 0.6370
 
 [======================------------------] ...Epoch 2, Loss: 0.6925
 
 [======================------------------] ...Epoch 2, Loss: 0.5898
 
 [=======================-----------------] ...Epoch 2, Loss: 0.5918
 
 [=======================-----------------] ...Epoch 2, Loss: 0.5856
 
 [========================----------------] ...Epoch 2, Loss: 0.6148
 
 [========================----------------] ...Epoch 2, Loss: 0.6074
 
 [=========================---------------] ...Epoch 2, Loss: 0.6458
 
 [=========================---------------] ...Epoch 2, Loss: 0.6382
 
 [==========================--------------] ...Epoch 2, Loss: 0.6129
 
 [==========================--------------] ...Epoch 2, Loss: 0.5798
 
 [===========================-------------] ...Epoch 2, Loss: 0.6462
 
 [===========================-------------] ...Epoch 2, Loss: 0.5857
 
 [============================------------] ...Epoch 2, Loss: 0.6291
 
 [============================------------] ...Epoch 2, Loss: 0.6171
 
 [=============================-----------] ...Epoch 2, Loss: 0.6484
 
 [=============================-----------] ...Epoch 2, Loss: 0.5780
 
 [==============================----------] ...Epoch 2, Loss: 0.5931
 
 [==============================----------] ...Epoch 2, Loss: 0.6845
 
 [===============================---------] ...Epoch 2, Loss: 0.6091
 
 [===============================---------] ...Epoch 2, Loss: 0.6272
 
 [================================--------] ...Epoch 2, Loss: 0.5714
 
 [================================--------] ...Epoch 2, Loss: 0.5630 best model!

 
 [=---------------------------------------] ...Epoch 3, Loss: 0.6047
 
 [=---------------------------------------] ...Epoch 3, Loss: 0.6043
 
 [==--------------------------------------] ...Epoch 3, Loss: 0.6362
 
 [==--------------------------------------] ...Epoch 3, Loss: 0.6219
 
 [===-------------------------------------] ...Epoch 3, Loss: 0.5650
 
 [===-------------------------------------] ...Epoch 3, Loss: 0.5971
 
 [====------------------------------------] ...Epoch 3, Loss: 0.5952
 
 [====------------------------------------] ...Epoch 3, Loss: 0.5557
 
 [=====-----------------------------------] ...Epoch 3, Loss: 0.5468
 
 [=====-----------------------------------] ...Epoch 3, Loss: 0.6383
 
 [======----------------------------------] ...Epoch 3, Loss: 0.5961
 
 [======----------------------------------] ...Epoch 3, Loss: 0.5680
 
 [=======---------------------------------] ...Epoch 3, Loss: 0.5815
 
 [=======---------------------------------] ...Epoch 3, Loss: 0.6436
 
 [========--------------------------------] ...Epoch 3, Loss: 0.6213
 
 [========--------------------------------] ...Epoch 3, Loss: 0.5775
 
 [=========-------------------------------] ...Epoch 3, Loss: 0.6200
 
 [=========-------------------------------] ...Epoch 3, Loss: 0.6178
 
 [==========------------------------------] ...Epoch 3, Loss: 0.5650
 
 [==========------------------------------] ...Epoch 3, Loss: 0.5766
 
 [===========-----------------------------] ...Epoch 3, Loss: 0.5892
 
 [===========-----------------------------] ...Epoch 3, Loss: 0.6433
 
 [============----------------------------] ...Epoch 3, Loss: 0.6029
 
 [============----------------------------] ...Epoch 3, Loss: 0.6312
 
 [=============---------------------------] ...Epoch 3, Loss: 0.6404
 
 [=============---------------------------] ...Epoch 3, Loss: 0.6408
 
 [==============--------------------------] ...Epoch 3, Loss: 0.5734
 
 [==============--------------------------] ...Epoch 3, Loss: 0.6402
 
 [===============-------------------------] ...Epoch 3, Loss: 0.6393
 
 [===============-------------------------] ...Epoch 3, Loss: 0.5853
 
 [================------------------------] ...Epoch 3, Loss: 0.5810
 
 [================------------------------] ...Epoch 3, Loss: 0.6728
 
 [=================-----------------------] ...Epoch 3, Loss: 0.6235
 
 [=================-----------------------] ...Epoch 3, Loss: 0.6906
 
 [==================----------------------] ...Epoch 3, Loss: 0.6260
 
 [==================----------------------] ...Epoch 3, Loss: 0.5852
 
 [===================---------------------] ...Epoch 3, Loss: 0.6322
 
 [===================---------------------] ...Epoch 3, Loss: 0.6107
 
 [====================--------------------] ...Epoch 3, Loss: 0.5873
 
 [====================--------------------] ...Epoch 3, Loss: 0.6112
 
 [=====================-------------------] ...Epoch 3, Loss: 0.5895
 
 [======================------------------] ...Epoch 3, Loss: 0.5727
 
 [======================------------------] ...Epoch 3, Loss: 0.6027
 
 [=======================-----------------] ...Epoch 3, Loss: 0.5824
 
 [=======================-----------------] ...Epoch 3, Loss: 0.6188
 
 [========================----------------] ...Epoch 3, Loss: 0.5247
 
 [========================----------------] ...Epoch 3, Loss: 0.5936
 
 [=========================---------------] ...Epoch 3, Loss: 0.6193
 
 [=========================---------------] ...Epoch 3, Loss: 0.6058
 
 [==========================--------------] ...Epoch 3, Loss: 0.6048
 
 [==========================--------------] ...Epoch 3, Loss: 0.6546
 
 [===========================-------------] ...Epoch 3, Loss: 0.5460
 
 [===========================-------------] ...Epoch 3, Loss: 0.5535
 
 [============================------------] ...Epoch 3, Loss: 0.5621
 
 [============================------------] ...Epoch 3, Loss: 0.5399
 
 [=============================-----------] ...Epoch 3, Loss: 0.6106
 
 [=============================-----------] ...Epoch 3, Loss: 0.6203
 
 [==============================----------] ...Epoch 3, Loss: 0.5930
 
 [==============================----------] ...Epoch 3, Loss: 0.5708
 
 [===============================---------] ...Epoch 3, Loss: 0.5282
 
 [===============================---------] ...Epoch 3, Loss: 0.6222
 
 [================================--------] ...Epoch 3, Loss: 0.6320
 
 [================================--------] ...Epoch 3, Loss: 0.6051 best model!

 
 [=---------------------------------------] ...Epoch 4, Loss: 0.6603
 
 [=---------------------------------------] ...Epoch 4, Loss: 0.6236
 
 [==--------------------------------------] ...Epoch 4, Loss: 0.5618
 
 [==--------------------------------------] ...Epoch 4, Loss: 0.5447
 
 [===-------------------------------------] ...Epoch 4, Loss: 0.5672
 
 [===-------------------------------------] ...Epoch 4, Loss: 0.5426
 
 [====------------------------------------] ...Epoch 4, Loss: 0.5881
 
 [====------------------------------------] ...Epoch 4, Loss: 0.5725
 
 [=====-----------------------------------] ...Epoch 4, Loss: 0.5719
 
 [=====-----------------------------------] ...Epoch 4, Loss: 0.5562
 
 [======----------------------------------] ...Epoch 4, Loss: 0.6251
 
 [======----------------------------------] ...Epoch 4, Loss: 0.5447
 
 [=======---------------------------------] ...Epoch 4, Loss: 0.6086
 
 [=======---------------------------------] ...Epoch 4, Loss: 0.6050
 
 [========--------------------------------] ...Epoch 4, Loss: 0.6082
 
 [========--------------------------------] ...Epoch 4, Loss: 0.5572
 
 [=========-------------------------------] ...Epoch 4, Loss: 0.6695
 
 [=========-------------------------------] ...Epoch 4, Loss: 0.6490
 
 [==========------------------------------] ...Epoch 4, Loss: 0.4948
 
 [==========------------------------------] ...Epoch 4, Loss: 0.5819
 
 [===========-----------------------------] ...Epoch 4, Loss: 0.7442
 
 [===========-----------------------------] ...Epoch 4, Loss: 0.5868
 
 [============----------------------------] ...Epoch 4, Loss: 0.6018
 
 [============----------------------------] ...Epoch 4, Loss: 0.5899
 
 [=============---------------------------] ...Epoch 4, Loss: 0.5585
 
 [=============---------------------------] ...Epoch 4, Loss: 0.5626
 
 [==============--------------------------] ...Epoch 4, Loss: 0.7075
 
 [==============--------------------------] ...Epoch 4, Loss: 0.5874
 
 [===============-------------------------] ...Epoch 4, Loss: 0.5613
 
 [===============-------------------------] ...Epoch 4, Loss: 0.6079
 
 [================------------------------] ...Epoch 4, Loss: 0.5989
 
 [================------------------------] ...Epoch 4, Loss: 0.6103
 
 [=================-----------------------] ...Epoch 4, Loss: 0.5463
 
 [=================-----------------------] ...Epoch 4, Loss: 0.5980
 
 [==================----------------------] ...Epoch 4, Loss: 0.6624
 
 [==================----------------------] ...Epoch 4, Loss: 0.6174
 
 [===================---------------------] ...Epoch 4, Loss: 0.5683
 
 [===================---------------------] ...Epoch 4, Loss: 0.5676
 
 [====================--------------------] ...Epoch 4, Loss: 0.5809
 
 [====================--------------------] ...Epoch 4, Loss: 0.5375
 
 [=====================-------------------] ...Epoch 4, Loss: 0.5307
 
 [======================------------------] ...Epoch 4, Loss: 0.6212
 
 [======================------------------] ...Epoch 4, Loss: 0.5699
 
 [=======================-----------------] ...Epoch 4, Loss: 0.6175
 
 [=======================-----------------] ...Epoch 4, Loss: 0.5451
 
 [========================----------------] ...Epoch 4, Loss: 0.6122
 
 [========================----------------] ...Epoch 4, Loss: 0.5557
 
 [=========================---------------] ...Epoch 4, Loss: 0.5441
 
 [=========================---------------] ...Epoch 4, Loss: 0.5755
 
 [==========================--------------] ...Epoch 4, Loss: 0.5990
 
 [==========================--------------] ...Epoch 4, Loss: 0.5735
 
 [===========================-------------] ...Epoch 4, Loss: 0.5482
 
 [===========================-------------] ...Epoch 4, Loss: 0.6167
 
 [============================------------] ...Epoch 4, Loss: 0.5487
 
 [============================------------] ...Epoch 4, Loss: 0.5397
 
 [=============================-----------] ...Epoch 4, Loss: 0.5460
 
 [=============================-----------] ...Epoch 4, Loss: 0.5696
 
 [==============================----------] ...Epoch 4, Loss: 0.5591
 
 [==============================----------] ...Epoch 4, Loss: 0.5456
 
 [===============================---------] ...Epoch 4, Loss: 0.5763
 
 [===============================---------] ...Epoch 4, Loss: 0.5633
 
 [================================--------] ...Epoch 4, Loss: 0.6245
 
 [================================--------] ...Epoch 4, Loss: 0.5390 best model!

 
 [=---------------------------------------] ...Epoch 5, Loss: 0.6197
 
 [=---------------------------------------] ...Epoch 5, Loss: 0.6125
 
 [==--------------------------------------] ...Epoch 5, Loss: 0.4692
 
 [==--------------------------------------] ...Epoch 5, Loss: 0.5922
 
 [===-------------------------------------] ...Epoch 5, Loss: 0.5719
 
 [===-------------------------------------] ...Epoch 5, Loss: 0.5427
 
 [====------------------------------------] ...Epoch 5, Loss: 0.5212
 
 [====------------------------------------] ...Epoch 5, Loss: 0.6276
 
 [=====-----------------------------------] ...Epoch 5, Loss: 0.6233
 
 [=====-----------------------------------] ...Epoch 5, Loss: 0.5024
 
 [======----------------------------------] ...Epoch 5, Loss: 0.5614
 
 [======----------------------------------] ...Epoch 5, Loss: 0.5246
 
 [=======---------------------------------] ...Epoch 5, Loss: 0.5601
 
 [=======---------------------------------] ...Epoch 5, Loss: 0.5505
 
 [========--------------------------------] ...Epoch 5, Loss: 0.5101
 
 [========--------------------------------] ...Epoch 5, Loss: 0.5669
 
 [=========-------------------------------] ...Epoch 5, Loss: 0.4963
 
 [=========-------------------------------] ...Epoch 5, Loss: 0.6257
 
 [==========------------------------------] ...Epoch 5, Loss: 0.5668
 
 [==========------------------------------] ...Epoch 5, Loss: 0.5840
 
 [===========-----------------------------] ...Epoch 5, Loss: 0.6257
 
 [===========-----------------------------] ...Epoch 5, Loss: 0.5472
 
 [============----------------------------] ...Epoch 5, Loss: 0.4908
 
 [============----------------------------] ...Epoch 5, Loss: 0.4679
 
 [=============---------------------------] ...Epoch 5, Loss: 0.5369
 
 [=============---------------------------] ...Epoch 5, Loss: 0.6415
 
 [==============--------------------------] ...Epoch 5, Loss: 0.5668
 
 [==============--------------------------] ...Epoch 5, Loss: 0.5929
 
 [===============-------------------------] ...Epoch 5, Loss: 0.5772
 
 [===============-------------------------] ...Epoch 5, Loss: 0.5289
 
 [================------------------------] ...Epoch 5, Loss: 0.5964
 
 [================------------------------] ...Epoch 5, Loss: 0.5210
 
 [=================-----------------------] ...Epoch 5, Loss: 0.5176
 
 [=================-----------------------] ...Epoch 5, Loss: 0.5846
 
 [==================----------------------] ...Epoch 5, Loss: 0.5586
 
 [==================----------------------] ...Epoch 5, Loss: 0.5700
 
 [===================---------------------] ...Epoch 5, Loss: 0.6015
 
 [===================---------------------] ...Epoch 5, Loss: 0.6338
 
 [====================--------------------] ...Epoch 5, Loss: 0.5015
 
 [====================--------------------] ...Epoch 5, Loss: 0.5086
 
 [=====================-------------------] ...Epoch 5, Loss: 0.5944
 
 [======================------------------] ...Epoch 5, Loss: 0.5486
 
 [======================------------------] ...Epoch 5, Loss: 0.5336
 
 [=======================-----------------] ...Epoch 5, Loss: 0.5312
 
 [=======================-----------------] ...Epoch 5, Loss: 0.5678
 
 [========================----------------] ...Epoch 5, Loss: 0.6005
 
 [========================----------------] ...Epoch 5, Loss: 0.5846
 
 [=========================---------------] ...Epoch 5, Loss: 0.5219
 
 [=========================---------------] ...Epoch 5, Loss: 0.5482
 
 [==========================--------------] ...Epoch 5, Loss: 0.5741
 
 [==========================--------------] ...Epoch 5, Loss: 0.6797
 
 [===========================-------------] ...Epoch 5, Loss: 0.5107
 
 [===========================-------------] ...Epoch 5, Loss: 0.5744
 
 [============================------------] ...Epoch 5, Loss: 0.4913
 
 [============================------------] ...Epoch 5, Loss: 0.5416
 
 [=============================-----------] ...Epoch 5, Loss: 0.6120
 
 [=============================-----------] ...Epoch 5, Loss: 0.5136
 
 [==============================----------] ...Epoch 5, Loss: 0.5430
 
 [==============================----------] ...Epoch 5, Loss: 0.5530
 
 [===============================---------] ...Epoch 5, Loss: 0.5273
 
 [===============================---------] ...Epoch 5, Loss: 0.5414
 
 [================================--------] ...Epoch 5, Loss: 0.5611
 
 [================================--------] ...Epoch 5, Loss: 0.6256
 
 [=---------------------------------------] ...Epoch 6, Loss: 0.5695
 
 [=---------------------------------------] ...Epoch 6, Loss: 0.5512
 
 [==--------------------------------------] ...Epoch 6, Loss: 0.6070
 
 [==--------------------------------------] ...Epoch 6, Loss: 0.5689
 
 [===-------------------------------------] ...Epoch 6, Loss: 0.5283
 
 [===-------------------------------------] ...Epoch 6, Loss: 0.5430
 
 [====------------------------------------] ...Epoch 6, Loss: 0.5287
 
 [====------------------------------------] ...Epoch 6, Loss: 0.6095
 
 [=====-----------------------------------] ...Epoch 6, Loss: 0.5483
 
 [=====-----------------------------------] ...Epoch 6, Loss: 0.5635
 
 [======----------------------------------] ...Epoch 6, Loss: 0.5983
 
 [======----------------------------------] ...Epoch 6, Loss: 0.6431
 
 [=======---------------------------------] ...Epoch 6, Loss: 0.6380
 
 [=======---------------------------------] ...Epoch 6, Loss: 0.5759
 
 [========--------------------------------] ...Epoch 6, Loss: 0.5909
 
 [========--------------------------------] ...Epoch 6, Loss: 0.5651
 
 [=========-------------------------------] ...Epoch 6, Loss: 0.5296
 
 [=========-------------------------------] ...Epoch 6, Loss: 0.5448
 
 [==========------------------------------] ...Epoch 6, Loss: 0.5551
 
 [==========------------------------------] ...Epoch 6, Loss: 0.6245
 
 [===========-----------------------------] ...Epoch 6, Loss: 0.5165
 
 [===========-----------------------------] ...Epoch 6, Loss: 0.5749
 
 [============----------------------------] ...Epoch 6, Loss: 0.5084
 
 [============----------------------------] ...Epoch 6, Loss: 0.5959
 
 [=============---------------------------] ...Epoch 6, Loss: 0.5916
 
 [=============---------------------------] ...Epoch 6, Loss: 0.5533
 
 [==============--------------------------] ...Epoch 6, Loss: 0.4553
 
 [==============--------------------------] ...Epoch 6, Loss: 0.5257
 
